name,uni_roll,branch
Brian Garcia,UNI050737,EE
David Carlson,UNI050738,CE
Jeffery Lewis,UNI050739,CHE
Dr. Robert Gonzales PhD,UNI050740,CHE
Pamela Peterson,UNI050741,BT
Elizabeth Rosario,UNI050742,EE
Travis Carr,UNI050743,PHM
Sarah Williams,UNI050744,ME
Adrian Johnson,UNI050745,EE
Shawn Myers,UNI050746,CE
Denise Leach,UNI050747,EE
Bailey Leonard,UNI050748,CHE
Molly Hensley,UNI050749,PHM
Robert Gallagher,UNI050750,CE
Erika Lopez,UNI050751,CE
Connie Jackson,UNI050752,CHE
Kathryn Smith,UNI050753,BT
Lisa Black,UNI050754,EE
Shawn Mcgee,UNI050755,BT
Lauren Walker,UNI050756,CE
Nicole Howard,UNI050757,PHM
Kellie Huff,UNI050758,ME
Gary Peters,UNI050759,BT
Kayla Baker,UNI050760,EE
Philip Mccarthy,UNI050761,ME
Hannah Garza,UNI050762,CSE
Larry Hall,UNI050763,CSE
Michael Lee,UNI050764,PHM
Jennifer Curry,UNI050765,ECE
Kenneth Rogers,UNI050766,BT
Cory Valencia,UNI050767,ECE
Dominique Hudson,UNI050768,EE
Johnny Sanchez,UNI050769,PHM
Kathleen Moran,UNI050770,EE
Mark Green,UNI050771,CE
Anna Price,UNI050772,BT
Jason Webb,UNI050773,ME
William Adams,UNI050774,CHE
Douglas Jimenez,UNI050775,PHM
Michael Williams,UNI050776,CE
Sally Powell,UNI050777,EE
Brian Williams,UNI050778,ME
Alexis Roberts,UNI050779,CSE
Robert Sweeney,UNI050780,ECE
William Foster,UNI050781,CSE
Rachel Mccoy,UNI050782,CHE
Doris Wright,UNI050783,BT
Timothy Golden,UNI050784,PHM
Melanie Lewis,UNI050785,EE
Jason Moore,UNI050786,ECE
Larry Khan,UNI050787,ME
David Brown,UNI050788,ECE
Nichole House,UNI050789,ME
Jason Ward,UNI050790,ME
Jonathan Byrd,UNI050791,CE
April Austin,UNI050792,ME
Yolanda Burton,UNI050793,CHE
Natasha Williams,UNI050794,ECE
Brittany Allen,UNI050795,EE
Daniel Cunningham,UNI050796,CSE
Deanna Johnson,UNI050797,PHM
Jeffrey Fox,UNI050798,CE
Betty Garcia,UNI050799,ME
Kelly Brown,UNI050800,CHE
Karen Raymond,UNI050801,CSE
Shawn Hill,UNI050802,BT
Michael Medina,UNI050803,CE
Cody Wilson,UNI050804,BT
Danielle Bautista,UNI050805,CE
Tammy Brooks,UNI050806,ME
Katherine Nielsen,UNI050807,ECE
Raymond Hicks,UNI050808,CE
Mr. Charles Wilkins DDS,UNI050809,PHM
Charles Malone,UNI050810,CSE
Colleen Smith,UNI050811,BT
Sara West,UNI050812,ME
Raymond Martinez,UNI050813,BT
Rebecca Roberts,UNI050814,CE
Brian Davis,UNI050815,CSE
Julia Mendoza,UNI050816,EE
Bobby Paul,UNI050817,CHE
Daniel Beck,UNI050818,ME
Lynn Hopkins,UNI050819,CHE
Jessica Smith DVM,UNI050820,ECE
Steven Leonard,UNI050821,ME
Donald Jones,UNI050822,CSE
Rachel Hensley,UNI050823,ECE
Katie Nelson,UNI050824,CE
Miranda Duffy,UNI050825,CSE
Thomas Mckinney,UNI050826,ME
James Edwards,UNI050827,CHE
William Patterson,UNI050828,EE
Barry Smith,UNI050829,CHE
Brad Lane,UNI050830,BT
Carmen Salinas,UNI050831,CSE
David Hooper,UNI050832,CE
Mackenzie Rhodes,UNI050833,CHE
Erin Diaz,UNI050834,BT
Amy Blackwell,UNI050835,ME
Kathy Washington,UNI050836,CE
Jerry Rice,UNI050837,PHM
Shawn Brown,UNI050838,CHE
Shannon Blair,UNI050839,CHE
Dr. Mark Rangel,UNI050840,CE
Cathy Ramirez,UNI050841,CE
Dennis Hudson,UNI050842,CSE
Jeremy Hale,UNI050843,ECE
Tyler Lawson,UNI050844,PHM
Andrea Kelly,UNI050845,CSE
Mary Walker,UNI050846,CSE
Nicholas Sutton,UNI050847,EE
Joseph Smith,UNI050848,EE
John Brady,UNI050849,CSE
Whitney Robertson PhD,UNI050850,ME
Jared Ramos,UNI050851,CHE
Jennifer Smith,UNI050852,PHM
Isaac King,UNI050853,PHM
Mary Taylor,UNI050854,ECE
Charles Robertson,UNI050855,ME
Brian Perry,UNI050856,CE
Thomas Hall,UNI050857,PHM
Sara Alexander,UNI050858,ME
Sandra Wilson,UNI050859,CSE
Brittany Lewis,UNI050860,CE
James Ryan,UNI050861,CHE
Steven Mcgrath,UNI050862,PHM
Jonathan Walsh,UNI050863,PHM
Colleen Kelley,UNI050864,ECE
Jasmine Bush,UNI050865,CSE
Kaylee Herrera,UNI050866,CE
Phillip David,UNI050867,CHE
Nancy Campbell,UNI050868,PHM
Teresa Murillo,UNI050869,ECE
Norma Miller,UNI050870,ECE
Wendy Anderson,UNI050871,ECE
Jason Johnson,UNI050872,ME
James Smith,UNI050873,EE
Tonya Bailey,UNI050874,ME
Mary Salas,UNI050875,PHM
Melissa Flores,UNI050876,CSE
Maxwell Wells,UNI050877,CE
Jonathan Thornton,UNI050878,PHM
Mr. William Luna,UNI050879,CHE
Robert Long,UNI050880,CE
Alyssa Johnson,UNI050881,ME
Michael Gutierrez,UNI050882,CE
Shawn Garcia,UNI050883,ME
Kevin Fry,UNI050884,CE
John Maldonado,UNI050885,ECE
Melinda Lawrence,UNI050886,CSE
Christopher Khan,UNI050887,ME
Deborah Dominguez,UNI050888,ECE
Lisa Simpson,UNI050889,EE
Jessica Chapman,UNI050890,ME
Heather Jensen,UNI050891,CHE
Patrick Mullins,UNI050892,ME
Antonio Knight,UNI050893,CHE
Robert Rose,UNI050894,CE
Lisa Brennan,UNI050895,CE
Jesus Lozano,UNI050896,EE
Dr. Andrew Wade,UNI050897,CSE
Justin Davis,UNI050898,CHE
Tammy Gilmore,UNI050899,PHM
Jay Moore,UNI050900,CSE
Gregory Curtis,UNI050901,PHM
Melissa Gibson,UNI050902,PHM
Sabrina Ingram,UNI050903,CHE
Leslie Herrera,UNI050904,CSE
Timothy Smith,UNI050905,PHM
Stephen Stevens,UNI050906,CSE
Steven Mora,UNI050907,CHE
Timothy Short,UNI050908,CE
Jessica Baldwin,UNI050909,CE
Dorothy Mcintyre,UNI050910,PHM
Melissa Kelley,UNI050911,CE
Christopher Gordon,UNI050912,CHE
Patrick Bartlett,UNI050913,EE
Emma Mendoza,UNI050914,ECE
Erik Brown,UNI050915,EE
Gregory Hayes,UNI050916,CE
Renee Reynolds,UNI050917,EE
Emily Conner,UNI050918,BT
Robert Butler,UNI050919,CHE
Sandra Brown,UNI050920,ME
John Oneal,UNI050921,BT
Heather Clark,UNI050922,ECE
Abigail Stewart,UNI050923,CSE
Jamie Brown,UNI050924,ME
David Cook,UNI050925,CE
Kristina Trevino,UNI050926,EE
Tiffany Harrison,UNI050927,CE
Heather Martin,UNI050928,EE
Jennifer Wilcox,UNI050929,PHM
Leslie Duncan,UNI050930,EE
Janet Mcintosh,UNI050931,CSE
Jordan Brooks,UNI050932,CHE
Ryan Valdez,UNI050933,CSE
Michelle Gibson,UNI050934,ECE
James Sanchez,UNI050935,CHE
Nancy Hess,UNI050936,CE
Steve Singh,UNI050937,EE
Tina Jones,UNI050938,PHM
Erica Levy,UNI050939,CSE
Matthew Ward,UNI050940,ECE
Jordan Thompson,UNI050941,ME
Meghan Hanson,UNI050942,CE
Bradley Olson,UNI050943,EE
Claire Mcgrath,UNI050944,BT
Carrie Galvan,UNI050945,EE
Stacey Russell,UNI050946,EE
John Mckay,UNI050947,CE
Sandy Collins,UNI050948,PHM
Joshua Moran,UNI050949,CSE
Jonathan Maddox,UNI050950,CHE
Jesse Fisher,UNI050951,EE
Matthew Hamilton,UNI050952,EE
George Moreno,UNI050953,PHM
Steven Jones,UNI050954,CHE
Lee Fields,UNI050955,BT
Gregory Hernandez,UNI050956,ME
Christopher Jones,UNI050957,ME
Cheryl Curtis,UNI050958,PHM
Jillian Rodriguez,UNI050959,CSE
Anna Ferguson,UNI050960,BT
Danielle Henderson,UNI050961,EE
Candice Hawkins,UNI050962,PHM
Marcus Martin,UNI050963,CE
Robert Zimmerman,UNI050964,EE
Steven Clark,UNI050965,CSE
Janet White,UNI050966,ECE
Bruce Nichols,UNI050967,EE
Steven Mcdonald,UNI050968,CSE
Heather Webb,UNI050969,CSE
Stephanie Padilla,UNI050970,EE
Anthony Dyer,UNI050971,ME
Devin Harris,UNI050972,CE
Samuel Warren,UNI050973,ECE
Matthew Pace,UNI050974,CHE
Frances Williams,UNI050975,ECE
Brandi Mccall,UNI050976,PHM
David Washington,UNI050977,ECE
Jessica King,UNI050978,CHE
Stephanie Wallace,UNI050979,CE
Donna Aguilar,UNI050980,ECE
Krista Hall,UNI050981,CE
Rhonda Hale,UNI050982,CE
Peter Meyer,UNI050983,CE
Brandon Mccormick,UNI050984,PHM
Jason Stone,UNI050985,CSE
John Drake,UNI050986,EE
Sherry Green,UNI050987,CHE
Alexa Ponce,UNI050988,ME
Ryan Riley,UNI050989,CHE
James Perry,UNI050990,EE
Cynthia Flores,UNI050991,CE
Robin Boyd,UNI050992,CHE
Sandra Lowe,UNI050993,PHM
Amy Riley,UNI050994,CHE
Bethany Riley,UNI050995,CE
Angelica Wood,UNI050996,BT
Denise Evans,UNI050997,CSE
Geoffrey Duke,UNI050998,ECE
Kyle Wood,UNI050999,CSE
Marissa Smith,UNI051000,CHE
Zachary Lamb,UNI051001,CHE
Kristin King,UNI051002,CSE
Lisa Huffman,UNI051003,ME
Sean Rojas,UNI051004,ME
Matthew Young,UNI051005,PHM
Kathryn Simmons,UNI051006,CSE
Stacy Hernandez,UNI051007,ME
Emily Thomas,UNI051008,ECE
Heather Cameron,UNI051009,CE
William Thomas,UNI051010,CHE
Mr. Jason Tucker,UNI051011,CHE
Paula Brandt,UNI051012,CHE
Amanda Hunt,UNI051013,CSE
Joy Ward,UNI051014,CSE
Catherine Shields,UNI051015,ECE
Ann Savage MD,UNI051016,CE
Evan Jones,UNI051017,ME
Brent Singleton,UNI051018,BT
Natalie Henderson,UNI051019,EE
Zachary Moran,UNI051020,BT
Stacey Bailey,UNI051021,CHE
Christopher Evans,UNI051022,ME
Michael Hamilton,UNI051023,CE
Amy Coleman,UNI051024,PHM
Tammy Franklin,UNI051025,CHE
Kathleen Kennedy,UNI051026,ME
Chelsea Cole,UNI051027,CHE
Michael Smith,UNI051028,CHE
Scott Adams,UNI051029,PHM
Jason Burns,UNI051030,ME
Ernest Wallace,UNI051031,CSE
Patrick Contreras,UNI051032,CHE
Rachel Carpenter,UNI051033,CHE
Jill Cline,UNI051034,CSE
Richard Shaffer,UNI051035,EE
Morgan Wallace,UNI051036,CSE
Erik Beard,UNI051037,CSE
Melissa Martin,UNI051038,CE
Andrea Davis,UNI051039,CHE
Brian Mcgee,UNI051040,CSE
Matthew Nguyen,UNI051041,CSE
Kevin Peterson,UNI051042,CSE
Brittany Woods,UNI051043,ME
Kelly Ballard,UNI051044,ECE
Joseph Phillips,UNI051045,ME
Brett Cohen,UNI051046,CE
Brandi James,UNI051047,EE
Breanna Hudson,UNI051048,ME
Craig Quinn,UNI051049,EE
Erika Phillips,UNI051050,EE
Joshua Jackson,UNI051051,BT
Joyce Campos,UNI051052,PHM
Janice Liu,UNI051053,BT
Tracie Gilmore,UNI051054,CE
Kimberly Martin,UNI051055,CSE
Brittany Mason,UNI051056,ECE
Holly Wilson,UNI051057,CHE
Scott Taylor,UNI051058,PHM
Richard Myers,UNI051059,ME
David Baker,UNI051060,ECE
Gabriel Smith,UNI051061,CE
Donald Douglas,UNI051062,ME
Tara Morales,UNI051063,BT
Autumn Lee,UNI051064,CE
Ryan Hall,UNI051065,PHM
Bobby Adams,UNI051066,BT
Natasha Scott,UNI051067,ME
Melissa Wheeler,UNI051068,CE
Kaitlin Strong,UNI051069,CHE
Stephen Schultz,UNI051070,ME
Annette Ferguson,UNI051071,CE
Mark Martin,UNI051072,CE
Christopher Payne,UNI051073,EE
Marissa Mccann,UNI051074,CE
James Parker,UNI051075,BT
Jo Fisher,UNI051076,ECE
Robert Hoffman,UNI051077,ME
Kathleen Pittman,UNI051078,CSE
Leah Davis,UNI051079,PHM
Heather Jacobs,UNI051080,CSE
Brett Escobar,UNI051081,ME
Carla Harrison,UNI051082,CE
Christopher Martinez,UNI051083,CE
Mandy Myers,UNI051084,ME
Jennifer Anderson,UNI051085,CSE
Michael Delgado,UNI051086,CE
Derek Wilson,UNI051087,BT
Joshua Nelson,UNI051088,CHE
Ronald Ramos,UNI051089,CE
Jean Anderson,UNI051090,CHE
Kimberly Anderson,UNI051091,CE
Scott Hernandez,UNI051092,ECE
Melissa Green,UNI051093,CE
Amy Cunningham,UNI051094,ME
Joshua Lopez,UNI051095,CHE
Bradley Pruitt,UNI051096,CHE
Sarah Gomez,UNI051097,ECE
Theresa Larson,UNI051098,CHE
Christine Clark,UNI051099,BT
Terri Walton,UNI051100,ME
Jorge Sanders,UNI051101,CSE
James Nicholson,UNI051102,PHM
Troy Vargas,UNI051103,ME
Daryl Williams,UNI051104,ECE
Charles Harris,UNI051105,ME
Stacey Black,UNI051106,CSE
Candace Flynn,UNI051107,CE
Christopher Yang,UNI051108,ECE
Jeff Russell,UNI051109,ECE
Meghan Sellers,UNI051110,PHM
Julie Fischer,UNI051111,CHE
Brandy Porter,UNI051112,CHE
Christy Goodman,UNI051113,PHM
Noah Jefferson,UNI051114,EE
Sarah Harris,UNI051115,BT
James Martinez,UNI051116,ECE
Heidi Yates,UNI051117,ECE
Donald Rush,UNI051118,BT
Lance Lindsey,UNI051119,BT
Adam Stone,UNI051120,CHE
Jacqueline Richardson,UNI051121,ECE
Kimberly Young,UNI051122,CHE
Jenny Gibbs,UNI051123,ME
Crystal Sanchez,UNI051124,BT
Savannah Powell,UNI051125,BT
Janice Hobbs,UNI051126,PHM
Frank Berry,UNI051127,CHE
Kathryn Rasmussen,UNI051128,CSE
Jacqueline Jones,UNI051129,BT
Joshua Vance,UNI051130,ECE
Mathew Brewer,UNI051131,EE
Daniel Horne,UNI051132,CSE
Alicia Reyes,UNI051133,CHE
Terry Strong,UNI051134,CSE
Nicholas Nguyen,UNI051135,ME
Kristina Wheeler,UNI051136,ME
Henry Flores,UNI051137,ECE
Angela Summers,UNI051138,CE
Craig Knox,UNI051139,CSE
Felicia Smith,UNI051140,EE
Alexandra Evans,UNI051141,CE
Matthew Perry,UNI051142,EE
Ronnie Hernandez,UNI051143,BT
Dylan Lang MD,UNI051144,CHE
Holly Mendez,UNI051145,CHE
Amber Solis,UNI051146,CSE
Frank Orozco,UNI051147,CHE
Tony Rodriguez,UNI051148,EE
Daniel Spencer PhD,UNI051149,CHE
Lindsey Rose,UNI051150,ECE
Mark Thompson,UNI051151,ME
Brittany Raymond,UNI051152,CE
Christopher Patterson,UNI051153,ME
Michael Doyle,UNI051154,CSE
Louis Krueger,UNI051155,BT
Zachary Cameron,UNI051156,CE
Samuel Rodriguez,UNI051157,ECE
Jamie Morris,UNI051158,PHM
Henry Sanders,UNI051159,CSE
Heather Tran,UNI051160,PHM
Veronica Friedman,UNI051161,ECE
Mark Cunningham,UNI051162,CSE
Rachel Barton,UNI051163,ME
Tiffany Jones,UNI051164,CHE
Micheal Oconnell,UNI051165,BT
Christina Edwards,UNI051166,PHM
Natalie Castro,UNI051167,ECE
Susan Shaffer,UNI051168,ECE
Nicholas Sanchez,UNI051169,ME
Michele Mcdowell,UNI051170,CE
Carolyn Smith,UNI051171,ECE
Julie Maldonado,UNI051172,CE
Brianna Bryan,UNI051173,CE
Kendra Johnston,UNI051174,ECE
Matthew Ford,UNI051175,ME
Jessica Allison,UNI051176,EE
Anthony Clements,UNI051177,CHE
Christina Smith,UNI051178,EE
Donald Guerra,UNI051179,CE
Lynn Silva,UNI051180,BT
Sarah Gardner,UNI051181,CHE
Brandy Ray,UNI051182,ECE
Jennifer Duran,UNI051183,PHM
James Torres,UNI051184,PHM
Christina Hughes,UNI051185,CHE
Jennifer Harrell,UNI051186,CHE
Todd Reed,UNI051187,ME
Melissa Sanchez,UNI051188,CE
Nathan Mccoy,UNI051189,CE
Rebecca Munoz,UNI051190,CSE
John Evans,UNI051191,CSE
Antonio Morgan,UNI051192,CHE
David Rios,UNI051193,EE
Patrick Booth,UNI051194,BT
Kelly Williams,UNI051195,PHM
Joseph Foster,UNI051196,ECE
Alison Ramirez,UNI051197,ECE
Joshua Miller,UNI051198,BT
Kristin Hopkins,UNI051199,CSE
Renee Brown,UNI051200,ECE
Sandra Good,UNI051201,CE
Sarah Stewart,UNI051202,CHE
Alexandra Hanson,UNI051203,CHE
Linda Ponce,UNI051204,EE
Michelle Harris,UNI051205,PHM
Beth Rogers,UNI051206,CE
Todd Nguyen,UNI051207,ECE
Jason Wright,UNI051208,PHM
Dave Klein,UNI051209,CSE
Roy Bray,UNI051210,CSE
Christopher Short,UNI051211,CE
Brandon Hogan,UNI051212,ME
Robert Harrison,UNI051213,CSE
Jodi Rocha,UNI051214,PHM
Vincent Miranda,UNI051215,BT
Jeff Bennett,UNI051216,BT
Donna Patterson,UNI051217,CHE
Janice Wilson,UNI051218,BT
Steven Romero,UNI051219,ECE
Brian Johnson,UNI051220,BT
Michael Rush,UNI051221,CE
Robert Hall,UNI051222,EE
Linda Mcmahon,UNI051223,CE
Laura Ford,UNI051224,ECE
Brandon Swanson,UNI051225,ME
Matthew Crawford,UNI051226,CSE
Daniel Wilson,UNI051227,PHM
Andrea Hardin,UNI051228,EE
Jennifer Chambers,UNI051229,PHM
Daniel Moore,UNI051230,ECE
Christine Russell,UNI051231,BT
Kylie Christensen,UNI051232,BT
Dr. Karla Chen,UNI051233,CSE
Mrs. Stephanie Jackson,UNI051234,CHE
Derek Lamb,UNI051235,BT
Thomas Bowers,UNI051236,CSE
Andrew Gutierrez,UNI051237,PHM
Eric Douglas,UNI051238,CHE
Janice James,UNI051239,CSE
Kayla Taylor,UNI051240,CSE
Gina Pacheco,UNI051241,BT
Ethan Wagner,UNI051242,CE
Amanda Cochran,UNI051243,CHE
Rodney Luna,UNI051244,BT
Mary Rodriguez,UNI051245,EE
Henry Roberson,UNI051246,PHM
Robert Yang,UNI051247,BT
Jamie Roberts,UNI051248,ME
Catherine Doyle DDS,UNI051249,PHM
Tracy Paul,UNI051250,PHM
Robert Glover,UNI051251,BT
Brittany Wilson,UNI051252,BT
Angela Davis,UNI051253,ME
Jeremy Dominguez,UNI051254,EE
Timothy Walker,UNI051255,CSE
Brittany Mercado,UNI051256,ME
Jon Garcia,UNI051257,ME
Austin Gomez,UNI051258,CHE
Kirsten Jones,UNI051259,ECE
Kathryn Walker,UNI051260,ECE
Stefanie Clark,UNI051261,PHM
Paula Dunn,UNI051262,CE
Tiffany Fox,UNI051263,ME
David Black,UNI051264,ECE
Joseph Santos,UNI051265,BT
Bobby Buchanan,UNI051266,ME
Robert Stewart,UNI051267,BT
Kaitlin Hudson,UNI051268,EE
Hannah Fisher,UNI051269,CSE
Brandy Gomez,UNI051270,CE
Cody Harding,UNI051271,ME
Brian Pena,UNI051272,CSE
Joshua Camacho Jr.,UNI051273,CHE
Gwendolyn Mack,UNI051274,ME
Gordon Stanton,UNI051275,BT
Leslie Lewis,UNI051276,EE
Kevin Swanson,UNI051277,ME
Scott Nicholson,UNI051278,PHM
Brian Cox,UNI051279,CSE
Edwin Miller,UNI051280,BT
Shannon Solomon,UNI051281,PHM
Crystal Carter,UNI051282,ECE
Christopher Marshall,UNI051283,CE
Dr. Jennifer Moreno,UNI051284,CE
Samantha Cooper,UNI051285,CE
Maurice Edwards,UNI051286,CE
Teresa Anderson,UNI051287,CE
Mary Walker,UNI051288,CSE
Christopher Johnson,UNI051289,ECE
Natalie Banks,UNI051290,CE
Amanda Rodgers,UNI051291,EE
Noah Foley,UNI051292,ME
Julie Morgan,UNI051293,BT
James Frazier,UNI051294,PHM
Kari Allen,UNI051295,CHE
Daniel Floyd,UNI051296,CSE
Nancy Velez,UNI051297,PHM
Barbara Crawford,UNI051298,CE
Carla West,UNI051299,CHE
Thomas Baxter,UNI051300,EE
Mason Lewis,UNI051301,ECE
Anne Nunez,UNI051302,ECE
Ryan Kelley,UNI051303,EE
Gail Wright,UNI051304,BT
Tammy Marsh,UNI051305,CHE
Rachel Bray,UNI051306,EE
Jason Moore,UNI051307,PHM
Jodi Weber,UNI051308,ME
Heather Beck,UNI051309,CHE
Renee Robinson,UNI051310,EE
Kayla Gonzalez,UNI051311,EE
Christine Carter,UNI051312,BT
Jessica Walker,UNI051313,EE
Jennifer Walker MD,UNI051314,CE
Gabriel Berry,UNI051315,CSE
Melissa Figueroa,UNI051316,BT
Stephanie Hernandez,UNI051317,CE
Michelle Brown,UNI051318,EE
Clayton Haynes,UNI051319,CHE
Theresa Rodriguez,UNI051320,PHM
Thomas Hall,UNI051321,PHM
Bradley George,UNI051322,BT
Joshua Olson,UNI051323,BT
James Parrish,UNI051324,CE
Caroline Stark,UNI051325,PHM
Renee Clements,UNI051326,CHE
Christopher Collins,UNI051327,CE
David Mills,UNI051328,ME
Rachel Padilla,UNI051329,EE
Jennifer Gonzalez,UNI051330,EE
Randy Drake,UNI051331,ME
Janet Manning,UNI051332,ME
Joshua Stanley,UNI051333,CE
Nathaniel Lopez,UNI051334,BT
Amanda Hernandez,UNI051335,CSE
Jerry Hernandez,UNI051336,ME
Andrew Hall,UNI051337,ECE
Andrea Sanders,UNI051338,PHM
Michael Garza,UNI051339,ME
Stephanie Williams,UNI051340,ECE
Timothy Beck,UNI051341,CHE
David Page,UNI051342,CE
David Deleon,UNI051343,ME
John Webb,UNI051344,CSE
Eric Velez,UNI051345,PHM
Stephen Brown,UNI051346,ECE
Summer Martinez,UNI051347,ECE
John Martinez,UNI051348,CE
James Miller,UNI051349,EE
Christopher Spencer,UNI051350,PHM
Shelby Robbins,UNI051351,BT
Jeffery Smith,UNI051352,CE
Sean Griffith,UNI051353,CHE
Natalie Johnston,UNI051354,ECE
Anthony Brown,UNI051355,CE
Tracy Padilla,UNI051356,CHE
Kenneth Peterson,UNI051357,ME
Dennis Baker,UNI051358,ME
Bob Jefferson,UNI051359,ECE
Christina Arellano,UNI051360,EE
Alan Pope,UNI051361,CE
Andrea Atkinson,UNI051362,EE
Brittney Wright MD,UNI051363,EE
Mark Alvarez,UNI051364,BT
Jessica Booker,UNI051365,ECE
Julie Spencer,UNI051366,CHE
Erica Powell,UNI051367,ME
Jessica Martin,UNI051368,CE
Stacy Flores,UNI051369,PHM
April Schultz,UNI051370,ECE
Alicia Baker,UNI051371,ME
Christopher Blackwell,UNI051372,CHE
Kathleen Parker,UNI051373,BT
Janet Chapman,UNI051374,BT
Karen Gonzalez,UNI051375,ME
Jeff Yang,UNI051376,BT
April Brooks,UNI051377,PHM
Anne Thomas MD,UNI051378,PHM
John Heath,UNI051379,ECE
Alyssa Davis,UNI051380,CHE
Gwendolyn Ramos,UNI051381,CSE
Melissa Fernandez,UNI051382,EE
Mandy Ramsey,UNI051383,EE
Jennifer Munoz,UNI051384,ECE
Leslie Matthews III,UNI051385,CE
Tiffany Lewis,UNI051386,PHM
Mary Mitchell DVM,UNI051387,CE
Lauren Martinez,UNI051388,ME
Dawn Bailey,UNI051389,EE
Joseph West,UNI051390,CE
Mrs. Jamie Davis,UNI051391,PHM
Jessica Smith,UNI051392,ME
Monique Jackson,UNI051393,PHM
Charles Conley,UNI051394,CE
Brandon Walsh,UNI051395,CHE
Michael Cowan,UNI051396,PHM
Jeremy Bridges,UNI051397,CHE
Jennifer Ramsey,UNI051398,CHE
Steve Thompson,UNI051399,PHM
Cassandra Fletcher,UNI051400,ECE
Beth Young,UNI051401,CE
David Patterson,UNI051402,EE
Dr. Samantha Jordan MD,UNI051403,CE
William Fox,UNI051404,BT
Meagan Lopez,UNI051405,CSE
Karen Zimmerman,UNI051406,BT
Andrew Cohen,UNI051407,ME
Seth Martinez,UNI051408,CE
Amanda Stewart,UNI051409,PHM
Angela White,UNI051410,EE
Eugene Wagner,UNI051411,CHE
Jordan Mccarty,UNI051412,CE
Matthew Henry MD,UNI051413,BT
Alisha Good,UNI051414,PHM
Jessica Bryan,UNI051415,ECE
Shelly Chan,UNI051416,ME
Robert Thompson,UNI051417,ME
Kayla Young,UNI051418,ECE
Carrie Brown,UNI051419,CHE
Kevin Harvey,UNI051420,CSE
Melissa Colon,UNI051421,EE
David Hicks,UNI051422,BT
Cody Ellison,UNI051423,PHM
Veronica Carroll,UNI051424,PHM
Charles Taylor,UNI051425,EE
Beverly Kelly,UNI051426,CE
Robert Knight,UNI051427,PHM
Theresa Miller,UNI051428,BT
Katherine Hernandez,UNI051429,EE
Shane Turner,UNI051430,EE
Danny Love,UNI051431,CHE
Rebecca French,UNI051432,ECE
Manuel Jenkins,UNI051433,ME
John Mills,UNI051434,ECE
Sherri Harrison,UNI051435,EE
Matthew Mccullough,UNI051436,CHE
Joshua Jones,UNI051437,PHM
Sheila Thompson,UNI051438,CSE
Michael Valencia,UNI051439,CSE
Erica Sampson,UNI051440,CE
Lauren Newton,UNI051441,ME
Mary Thompson,UNI051442,EE
Aaron Smith,UNI051443,ECE
Samuel Watson,UNI051444,CHE
Donna Fisher,UNI051445,ME
Linda Howell,UNI051446,ECE
Julia Williams,UNI051447,ECE
Dawn Wilson,UNI051448,BT
Matthew Gonzales,UNI051449,ME
Mark Hernandez,UNI051450,CSE
Billy Hunter,UNI051451,CHE
Janet Arias,UNI051452,CE
Heidi Orr,UNI051453,CE
Martin Calhoun,UNI051454,CE
John Graham,UNI051455,CHE
Christie Miller,UNI051456,CSE
Jennifer Brown,UNI051457,EE
Brooke Ortega,UNI051458,ECE
Dylan Bailey,UNI051459,ME
Roberto Harper,UNI051460,BT
Kathleen Rivera,UNI051461,CSE
Katherine Valenzuela,UNI051462,BT
Dylan Gallegos,UNI051463,EE
David Walker,UNI051464,ME
Paul Wheeler,UNI051465,ME
Laura Montoya,UNI051466,EE
Kimberly Parker,UNI051467,CSE
Jennifer Scott,UNI051468,EE
Dr. Michael Barajas,UNI051469,CSE
Blake Carr,UNI051470,ME
Deborah Gonzalez,UNI051471,CSE
Jeffery Garcia,UNI051472,CSE
Keith Brooks,UNI051473,CHE
Erin Williams,UNI051474,ME
Jake Gibbs II,UNI051475,CE
Jacqueline Wilson,UNI051476,PHM
Elaine Hardy,UNI051477,CHE
Elizabeth Moon,UNI051478,ECE
Kimberly Bray,UNI051479,CHE
David Clark,UNI051480,ECE
Edwin Williams,UNI051481,CHE
Angel Adams,UNI051482,PHM
Paul Vega,UNI051483,EE
Benjamin Mayo,UNI051484,BT
Cynthia Brooks,UNI051485,PHM
Margaret Johnson,UNI051486,EE
Peter Douglas,UNI051487,ME
Garrett Price,UNI051488,CE
Frederick Waller,UNI051489,CSE
Wesley Martinez,UNI051490,ME
Julie Ramirez,UNI051491,CHE
Heather Collins,UNI051492,ECE
Erin Olson,UNI051493,CE
Marissa Patterson,UNI051494,EE
Debra Ibarra,UNI051495,ECE
Anita Ramirez,UNI051496,ME
Jeffrey Brown,UNI051497,CSE
Maria Simmons,UNI051498,CHE
Jared Perry,UNI051499,CE
John Griffin,UNI051500,PHM
David Lane,UNI051501,BT
Gina Holmes,UNI051502,PHM
Austin Huang,UNI051503,PHM
Mark Jenkins,UNI051504,ECE
Brenda Gutierrez,UNI051505,CSE
Jose Campbell,UNI051506,PHM
Jesus Hicks,UNI051507,CE
Nathan Glass,UNI051508,CE
Tammy Morgan,UNI051509,CE
Angel Reynolds,UNI051510,PHM
Michaela Bryant,UNI051511,ME
Mark Cox,UNI051512,PHM
Crystal Allen,UNI051513,CHE
Yvette Mathews,UNI051514,CSE
Christina David,UNI051515,BT
John Harris,UNI051516,PHM
Amy Taylor,UNI051517,EE
Sherri Smith,UNI051518,EE
